timestamp,PM2.5,PM10,temperature,humidity,wind_speed,pressure,rainfall
2026-08-13 14:00:00,6.66,33.51,32.6,46.36,7.16,1008.43,0.0
2026-08-13 15:00:00,6.36,20.63,31.96,40.72,7.87,1007.86,0.0
2026-08-13 16:00:00,6.69,27.99,31.26,53.74,4.6,1007.08,0.0
2026-08-13 17:00:00,26.93,55.8,31.03,49.07,3.91,1007.52,0.0
2026-08-13 18:00:00,17.28,72.24,27.42,50.34,8.15,1008.39,0.0
2026-08-13 19:00:00,36.61,98.29,28.09,40.44,5.79,1007.93,0.0
2026-08-13 20:00:00,45.99,110.63,27.09,61.4,5.33,1008.31,0.0
2026-08-13 21:00:00,69.14,144.31,26.63,47.51,3.33,1009.43,0.0
2026-08-13 22:00:00,34.87,82.12,22.42,54.06,4.94,1006.59,0.0
2026-08-13 23:00:00,22.44,42.39,20.38,68.41,3.98,1009.14,0.0
2026-08-14 00:00:00,13.84,39.7,19.3,76.02,3.76,1007.93,0.0
2026-08-14 01:00:00,10.19,26.43,19.89,70.74,3.76,1007.13,0.0
2026-08-14 02:00:00,12.0,41.67,18.49,69.97,4.43,1006.78,0.0
2026-08-14 03:00:00,19.35,47.34,17.22,72.38,6.04,1007.69,0.0
2026-08-14 04:00:00,9.01,44.67,18.71,70.74,7.82,1008.58,0.0
2026-08-14 05:00:00,17.45,42.66,18.91,70.0,3.46,1007.74,0.0
2026-08-14 06:00:00,18.63,52.05,21.07,64.2,4.05,1009.05,0.0
2026-08-14 07:00:00,16.17,18.17,20.51,64.5,3.73,1006.68,3.43
2026-08-14 08:00:00,53.76,119.9,22.65,59.98,4.34,1007.83,0.0
2026-08-14 09:00:00,53.04,105.41,24.38,54.1,3.93,1006.84,0.0
2026-08-14 10:00:00,35.44,78.8,24.91,55.04,3.85,1008.14,0.0
2026-08-14 11:00:00,14.26,31.1,28.84,42.32,4.31,1008.55,0.0
2026-08-14 12:00:00,11.54,26.12,30.25,46.16,4.38,1007.51,0.0
2026-08-14 13:00:00,4.2,16.7,31.05,41.16,4.85,1005.76,0.0
2026-08-14 14:00:00,4.13,24.19,31.46,39.96,4.09,1008.0,0.0
2026-08-14 15:00:00,4.0,20.22,30.29,47.2,4.51,1008.19,0.0
2026-08-14 16:00:00,10.62,34.32,31.24,50.34,5.36,1008.17,0.0
2026-08-14 17:00:00,7.96,31.81,30.63,49.54,5.16,1008.83,0.0
2026-08-14 18:00:00,25.74,73.41,28.97,42.57,4.71,1006.99,0.0
2026-08-14 19:00:00,34.48,93.41,28.29,46.12,6.15,1008.39,0.0
2026-08-14 20:00:00,60.42,135.98,27.28,55.66,4.38,1008.8,0.0
2026-08-14 21:00:00,34.32,88.86,27.25,48.02,5.76,1006.42,0.0
2026-08-14 22:00:00,31.25,89.22,23.38,58.02,7.83,1008.1,0.0
2026-08-14 23:00:00,23.98,64.64,21.79,63.98,4.98,1007.44,0.0
2026-08-15 00:00:00,6.85,20.14,19.94,61.23,2.9,1007.78,0.0
2026-08-15 01:00:00,13.57,30.04,16.62,71.51,4.16,1008.12,0.0
2026-08-15 02:00:00,7.58,16.75,18.19,62.92,3.98,1007.45,0.0
2026-08-15 03:00:00,4.0,18.08,18.06,66.09,6.24,1007.3,0.0
2026-08-15 04:00:00,8.28,17.83,21.18,64.16,3.72,1007.87,0.0
2026-08-15 05:00:00,12.3,24.37,18.69,60.99,3.16,1006.97,0.0
2026-08-15 06:00:00,15.99,40.3,20.4,66.04,3.4,1006.98,0.0
2026-08-15 07:00:00,25.24,56.53,21.44,62.33,2.91,1008.39,0.0
2026-08-15 08:00:00,16.96,73.68,21.77,64.02,7.28,1006.93,0.0
2026-08-15 09:00:00,33.37,76.09,26.35,54.47,4.16,1008.38,0.0
2026-08-15 10:00:00,23.71,53.18,27.7,56.6,3.55,1008.21,0.0
2026-08-15 11:00:00,9.25,42.69,29.05,49.21,7.31,1010.53,0.0
2026-08-15 12:00:00,4.69,17.01,28.46,48.05,7.95,1011.37,0.0
2026-08-15 13:00:00,5.6,14.59,32.34,43.28,5.18,1012.87,0.0
2026-08-15 14:00:00,9.13,30.47,29.68,49.75,4.07,1011.13,0.0
2026-08-15 15:00:00,12.39,31.59,32.3,43.06,4.58,1011.54,0.0
2026-08-15 16:00:00,13.54,34.32,33.99,39.98,4.66,1012.28,0.0
2026-08-15 17:00:00,16.74,37.17,29.47,45.15,4.74,1012.54,0.0
2026-08-15 18:00:00,28.75,65.61,28.87,46.38,3.61,1011.71,0.0
2026-08-15 19:00:00,36.67,82.43,28.22,44.59,5.43,1011.44,0.0
2026-08-15 20:00:00,63.02,125.74,25.81,61.54,2.63,1013.05,0.0
2026-08-15 21:00:00,28.84,68.14,22.74,55.09,5.41,1013.31,0.0
2026-08-15 22:00:00,31.83,72.75,22.87,57.06,5.84,1012.7,0.0
2026-08-15 23:00:00,6.72,36.66,19.82,62.45,3.49,1011.98,0.0
2026-08-16 00:00:00,8.33,22.02,20.22,68.18,3.77,1011.27,0.0
2026-08-16 01:00:00,11.63,34.06,17.43,68.45,6.12,1011.25,0.0
2026-08-16 02:00:00,12.13,31.15,19.7,70.53,4.64,1012.33,0.0
2026-08-16 03:00:00,21.43,45.37,16.66,68.32,3.52,1012.25,0.0
2026-08-16 04:00:00,10.25,30.07,17.45,70.71,3.62,1013.04,0.0
2026-08-16 05:00:00,7.21,26.28,19.51,62.54,4.43,1012.44,0.0
2026-08-16 06:00:00,7.79,35.05,18.17,76.87,7.0,1010.71,0.0
2026-08-16 07:00:00,25.28,57.44,21.37,57.78,3.65,1012.76,0.0
2026-08-16 08:00:00,45.44,96.17,24.35,58.41,3.5,1011.12,0.0
2026-08-16 09:00:00,39.89,87.2,22.67,62.73,4.19,1011.61,0.0
2026-08-16 10:00:00,19.58,40.66,26.63,54.72,4.49,1012.12,0.0
2026-08-16 11:00:00,4.0,6.0,27.58,50.61,5.04,1018.59,9.88
2026-08-16 12:00:00,4.0,24.97,29.65,47.11,4.81,1019.48,0.0
2026-08-16 13:00:00,4.0,18.45,28.34,50.16,6.69,1017.48,0.0
2026-08-16 14:00:00,10.84,31.06,28.94,48.32,4.32,1016.84,0.0
2026-08-16 15:00:00,12.3,26.55,31.39,48.35,5.49,1017.42,0.0
2026-08-16 16:00:00,4.0,19.29,30.88,54.26,5.43,1017.7,0.0
2026-08-16 17:00:00,13.51,27.31,30.13,44.54,4.02,1016.73,0.0
2026-08-16 18:00:00,17.74,49.68,29.13,43.09,4.92,1018.43,0.0
2026-08-16 19:00:00,34.82,73.38,26.45,53.04,4.73,1017.17,0.0
2026-08-16 20:00:00,60.7,123.89,25.85,64.79,2.56,1017.39,0.0
2026-08-16 21:00:00,36.78,86.32,24.12,54.37,3.06,1017.52,0.0
2026-08-16 22:00:00,24.72,58.92,21.09,69.59,6.32,1017.33,0.0
2026-08-16 23:00:00,18.47,43.31,22.5,67.21,3.32,1017.66,0.0
2026-08-17 00:00:00,15.54,30.1,19.38,63.9,2.95,1016.5,0.0
2026-08-17 01:00:00,19.68,44.31,16.27,73.99,2.7,1016.54,0.0
2026-08-17 02:00:00,17.7,34.75,17.79,75.49,3.02,1016.11,0.0
2026-08-17 03:00:00,15.47,41.72,15.59,71.42,3.73,1017.34,0.0
2026-08-17 04:00:00,5.89,11.11,17.95,67.88,2.92,1017.61,0.6
2026-08-17 05:00:00,14.98,32.89,19.09,64.31,4.66,1017.36,0.0
2026-08-17 06:00:00,18.59,37.54,17.83,64.85,3.16,1018.33,0.0
2026-08-17 07:00:00,33.48,78.53,21.42,59.85,4.21,1016.99,0.0
2026-08-17 08:00:00,38.77,101.45,22.45,55.69,5.96,1017.53,0.0
2026-08-17 09:00:00,26.72,81.5,24.75,56.59,6.13,1016.12,0.0
2026-08-17 10:00:00,28.25,67.41,27.85,47.79,4.78,1016.68,0.0
2026-08-17 11:00:00,21.78,38.76,25.83,55.44,3.83,1019.81,0.0
2026-08-17 12:00:00,6.91,27.04,26.67,46.77,4.84,1019.93,0.0
2026-08-17 13:00:00,10.28,37.37,27.62,52.61,5.38,1019.01,0.0
2026-08-17 14:00:00,4.0,48.38,28.41,53.2,9.67,1019.19,0.0
2026-08-17 15:00:00,14.96,34.09,29.53,39.87,3.85,1018.04,0.0
2026-08-17 16:00:00,9.76,27.66,29.79,48.87,4.84,1018.96,0.0
2026-08-17 17:00:00,12.29,42.15,29.02,53.67,5.46,1019.96,0.0
2026-08-17 18:00:00,33.24,76.68,28.57,44.74,4.56,1019.71,0.0
2026-08-17 19:00:00,54.95,128.92,26.14,60.64,4.4,1019.65,0.0
2026-08-17 20:00:00,76.17,151.43,26.18,55.55,3.19,1019.29,0.0
2026-08-17 21:00:00,48.59,111.43,22.31,58.02,5.09,1019.26,0.0
2026-08-17 22:00:00,37.84,89.13,24.08,57.43,3.89,1018.72,0.0
2026-08-17 23:00:00,26.63,61.27,19.87,67.47,4.08,1019.81,0.0
2026-08-18 00:00:00,9.22,37.67,16.65,71.33,5.28,1019.59,0.0
2026-08-18 01:00:00,10.45,26.19,15.28,75.65,3.55,1019.64,0.0
2026-08-18 02:00:00,4.0,31.12,16.44,67.73,5.7,1018.83,0.0
2026-08-18 03:00:00,19.44,35.13,15.36,74.03,2.9,1017.53,0.0
2026-08-18 04:00:00,16.3,30.26,16.72,65.25,4.15,1020.13,0.0
2026-08-18 05:00:00,23.64,56.72,17.13,69.72,3.16,1018.87,0.0
2026-08-18 06:00:00,33.64,67.23,17.59,65.72,3.01,1018.56,0.0
2026-08-18 07:00:00,15.48,60.99,18.11,65.46,6.96,1019.8,0.0
2026-08-18 08:00:00,69.36,139.46,18.99,71.76,2.93,1018.94,0.0
2026-08-18 09:00:00,52.46,115.47,22.09,65.6,4.22,1020.1,0.0
2026-08-18 10:00:00,34.26,68.97,25.46,57.61,3.49,1019.74,0.0
2026-08-18 11:00:00,10.78,39.09,25.13,51.4,6.42,1017.54,0.0
2026-08-18 12:00:00,5.34,31.8,24.83,55.04,4.5,1015.9,0.0
2026-08-18 13:00:00,12.81,39.21,27.65,56.08,6.43,1017.96,0.0
2026-08-18 14:00:00,4.0,27.79,28.6,50.09,5.76,1017.2,0.0
2026-08-18 15:00:00,8.22,41.6,27.32,61.1,9.07,1016.7,0.0
2026-08-18 16:00:00,9.13,22.42,28.32,51.6,3.85,1017.11,0.0
2026-08-18 17:00:00,13.2,43.37,27.51,52.25,3.91,1015.57,0.0
2026-08-18 18:00:00,14.82,50.44,24.95,54.85,5.77,1017.32,0.0
2026-08-18 19:00:00,45.07,104.66,25.31,55.98,4.52,1016.17,0.0
2026-08-18 20:00:00,60.73,145.86,23.86,57.44,3.61,1015.91,0.0
2026-08-18 21:00:00,31.07,94.15,22.68,63.01,7.27,1015.77,0.0
2026-08-18 22:00:00,53.42,104.06,20.83,67.33,3.83,1017.88,0.0
2026-08-18 23:00:00,30.31,63.53,16.22,68.66,3.18,1016.49,0.0
2026-08-19 00:00:00,18.78,45.77,15.3,68.14,5.29,1018.22,0.0
2026-08-19 01:00:00,8.55,36.68,15.93,64.98,3.87,1016.56,0.0
2026-08-19 02:00:00,6.98,24.55,15.23,75.62,3.95,1015.63,0.0
2026-08-19 03:00:00,6.33,38.16,14.99,69.6,4.68,1016.1,0.0
2026-08-19 04:00:00,10.66,24.06,19.24,57.76,4.75,1017.98,0.0
2026-08-19 05:00:00,30.4,59.09,16.0,73.75,3.05,1016.87,0.0
2026-08-19 06:00:00,17.02,38.06,17.79,78.95,3.56,1016.55,0.0
2026-08-19 07:00:00,44.86,89.01,19.02,66.74,2.86,1017.12,0.0
2026-08-19 08:00:00,42.93,97.92,20.35,67.72,4.23,1017.39,0.0
2026-08-19 09:00:00,28.06,80.02,21.0,63.53,7.22,1017.88,0.0
2026-08-19 10:00:00,28.24,78.38,24.1,57.22,3.67,1018.15,0.0
2026-08-19 11:00:00,21.76,58.69,22.81,63.62,3.64,1011.63,0.0
2026-08-19 12:00:00,9.7,32.41,24.9,55.02,4.32,1010.85,0.0
2026-08-19 13:00:00,12.99,32.63,25.72,55.77,4.76,1011.58,0.0
2026-08-19 14:00:00,4.0,6.0,27.1,53.51,5.96,1012.12,5.66
2026-08-19 15:00:00,4.0,25.9,30.01,44.31,4.67,1011.14,0.0
2026-08-19 16:00:00,13.81,40.72,24.76,60.4,5.29,1011.15,0.0
2026-08-19 17:00:00,7.89,29.83,27.12,51.48,4.23,1012.19,0.0
2026-08-19 18:00:00,22.28,63.79,23.25,56.13,4.25,1011.88,0.0
2026-08-19 19:00:00,54.09,123.23,23.17,61.44,3.47,1011.94,0.0
2026-08-19 20:00:00,74.38,152.12,23.36,55.36,2.98,1011.31,0.0
2026-08-19 21:00:00,49.73,109.38,20.31,64.55,4.82,1011.73,0.0
2026-08-19 22:00:00,49.18,92.53,17.13,70.13,3.44,1011.18,0.0
2026-08-19 23:00:00,27.93,63.53,15.88,76.76,4.35,1012.63,0.0
2026-08-20 00:00:00,12.98,44.85,16.1,73.92,3.15,1012.74,0.0
2026-08-20 01:00:00,14.49,29.04,13.3,76.96,3.84,1010.44,0.0
2026-08-20 02:00:00,20.25,48.57,13.73,79.56,2.63,1011.17,0.0
2026-08-20 03:00:00,17.35,35.32,13.29,82.64,3.49,1010.72,0.0
2026-08-20 04:00:00,13.4,29.85,12.69,80.39,3.21,1011.39,0.0
2026-08-20 05:00:00,9.07,37.06,16.75,70.89,5.48,1011.85,0.0
2026-08-20 06:00:00,27.83,56.43,16.05,66.86,2.91,1010.76,0.0
2026-08-20 07:00:00,26.3,66.53,14.31,70.98,3.69,1011.18,0.0
2026-08-20 08:00:00,45.9,106.69,18.65,66.21,4.21,1011.11,0.0
2026-08-20 09:00:00,34.54,86.53,19.44,63.57,5.51,1012.08,0.0
2026-08-20 10:00:00,25.98,74.01,23.07,58.73,5.55,1011.97,0.0
2026-08-20 11:00:00,14.8,41.16,21.95,61.72,4.62,1007.27,0.0
2026-08-20 12:00:00,14.77,30.9,24.21,59.54,4.95,1007.99,0.0
2026-08-20 13:00:00,6.28,23.85,26.07,53.79,6.64,1007.41,0.0
2026-08-20 14:00:00,5.21,13.08,27.2,53.99,4.95,1007.63,0.0
2026-08-20 15:00:00,7.91,28.97,24.96,56.33,5.19,1009.18,0.0
2026-08-20 16:00:00,10.51,44.49,25.76,46.73,6.59,1008.92,0.0
2026-08-20 17:00:00,4.0,29.43,24.89,52.44,9.25,1006.8,0.0
2026-08-20 18:00:00,24.66,68.8,23.57,58.0,4.73,1008.51,0.0
2026-08-20 19:00:00,40.73,102.62,25.02,51.13,4.77,1008.49,0.0
2026-08-20 20:00:00,52.41,118.7,21.7,64.34,4.9,1006.93,0.0
2026-08-20 21:00:00,40.7,110.88,17.89,74.92,5.53,1008.5,0.0
2026-08-20 22:00:00,34.69,80.35,18.69,72.23,5.25,1009.07,0.0
2026-08-20 23:00:00,17.11,55.07,18.45,66.94,3.33,1006.95,0.0
2026-08-21 00:00:00,4.6,12.13,15.69,78.72,4.21,1007.11,0.0
2026-08-21 01:00:00,8.77,28.35,11.52,80.86,5.26,1008.66,0.0
2026-08-21 02:00:00,6.51,27.12,12.06,77.94,5.97,1008.06,0.0
2026-08-21 03:00:00,13.57,33.71,13.92,73.49,3.69,1008.29,0.0
2026-08-21 04:00:00,4.0,6.0,11.79,78.57,4.18,1008.12,6.04
2026-08-21 05:00:00,20.25,66.73,13.87,74.48,4.32,1008.16,0.0
2026-08-21 06:00:00,12.44,38.95,15.38,74.0,3.87,1006.78,0.0
2026-08-21 07:00:00,31.76,74.66,14.79,75.02,4.15,1008.68,0.0
2026-08-21 08:00:00,22.67,50.3,17.52,69.48,10.77,1008.78,1.07
2026-08-21 09:00:00,51.92,102.78,15.51,74.83,3.97,1007.66,0.0
2026-08-21 10:00:00,32.81,83.56,19.98,69.8,4.33,1007.81,0.0
2026-08-21 11:00:00,22.16,47.41,22.21,64.82,3.6,1006.62,0.0
2026-08-21 12:00:00,8.51,42.52,22.47,54.61,3.75,1008.26,0.0
2026-08-21 13:00:00,4.0,28.53,27.04,42.11,5.57,1008.3,0.0
2026-08-21 14:00:00,4.0,27.31,24.06,61.43,6.47,1007.79,0.0
2026-08-21 15:00:00,4.98,28.46,25.49,49.65,6.09,1008.74,0.0
2026-08-21 16:00:00,7.46,29.08,25.93,53.43,4.19,1007.58,0.0
2026-08-21 17:00:00,18.2,45.7,26.81,48.06,5.68,1008.3,0.0
2026-08-21 18:00:00,29.02,60.62,22.24,53.76,4.31,1007.03,0.0
2026-08-21 19:00:00,49.11,107.59,23.91,60.13,3.8,1007.83,0.0
2026-08-21 20:00:00,75.66,154.68,20.84,66.52,2.87,1007.7,0.0
2026-08-21 21:00:00,71.08,139.79,17.84,66.58,3.22,1008.02,0.0
2026-08-21 22:00:00,39.66,80.21,17.76,58.67,4.45,1007.55,0.0
2026-08-21 23:00:00,19.56,44.21,15.76,70.45,4.19,1007.74,0.0
2026-08-22 00:00:00,9.36,32.9,13.35,78.54,4.01,1008.51,0.0
2026-08-22 01:00:00,21.3,46.61,13.04,71.61,2.61,1007.49,0.0
2026-08-22 02:00:00,7.01,24.12,11.79,80.51,4.03,1006.56,0.0
2026-08-22 03:00:00,13.49,35.1,12.15,79.07,3.32,1009.24,0.0
2026-08-22 04:00:00,13.9,27.4,13.05,79.83,4.2,1008.95,0.0
2026-08-22 05:00:00,4.0,17.54,14.86,74.73,5.59,1006.81,0.0
2026-08-22 06:00:00,14.89,38.36,12.58,74.46,3.42,1008.4,0.0
2026-08-22 07:00:00,27.06,55.89,18.08,73.24,3.94,1007.44,0.0
2026-08-22 08:00:00,17.2,60.7,14.86,73.62,7.25,1008.05,0.0
2026-08-22 09:00:00,32.69,70.32,18.83,67.0,4.45,1008.08,0.0
2026-08-22 10:00:00,16.74,37.06,21.53,58.51,4.41,1007.66,0.0
2026-08-22 11:00:00,9.43,33.75,22.98,57.86,4.01,1011.29,0.0
2026-08-22 12:00:00,4.0,29.2,23.35,55.43,5.92,1011.36,0.0
2026-08-22 13:00:00,9.18,23.14,24.96,55.38,4.22,1011.18,0.0
2026-08-22 14:00:00,4.91,17.0,25.32,62.27,6.88,1011.25,0.0
2026-08-22 15:00:00,5.28,13.18,25.44,49.72,5.8,1011.86,0.0
2026-08-22 16:00:00,18.66,53.72,26.93,46.07,4.38,1011.34,0.0
2026-08-22 17:00:00,20.22,47.29,25.64,60.73,4.03,1012.46,0.0
2026-08-22 18:00:00,14.87,39.4,23.27,58.28,3.79,1013.1,0.0
2026-08-22 19:00:00,43.97,91.1,23.73,55.61,3.02,1011.45,0.0
2026-08-22 20:00:00,50.08,97.62,21.33,66.77,4.38,1012.11,0.0
2026-08-22 21:00:00,49.1,104.1,20.12,62.36,2.63,1012.31,0.0
2026-08-22 22:00:00,41.81,96.72,18.09,75.74,3.75,1012.29,0.0
2026-08-22 23:00:00,16.21,34.94,14.65,77.34,3.68,1011.98,0.0
2026-08-23 00:00:00,8.82,39.08,13.52,74.71,3.52,1012.51,0.0
2026-08-23 01:00:00,12.04,30.94,13.98,84.47,4.37,1012.3,0.0
2026-08-23 02:00:00,9.93,36.1,13.12,74.96,3.34,1010.92,0.0
2026-08-23 03:00:00,4.0,6.0,12.12,82.15,4.03,1012.61,4.96
2026-08-23 04:00:00,13.6,38.82,12.53,79.64,5.68,1012.62,0.0
2026-08-23 05:00:00,12.38,44.04,14.62,79.89,4.53,1011.3,0.0
2026-08-23 06:00:00,18.27,46.5,13.49,82.96,3.45,1011.95,0.0
2026-08-23 07:00:00,30.33,69.02,16.3,71.79,3.84,1012.46,0.0
2026-08-23 08:00:00,41.9,78.48,17.09,67.22,3.52,1011.75,0.0
2026-08-23 09:00:00,30.76,64.83,18.89,68.84,3.98,1012.77,0.0
2026-08-23 10:00:00,28.09,67.85,22.28,58.19,4.66,1013.81,0.0
2026-08-23 11:00:00,15.17,46.36,24.26,65.39,3.7,1016.36,0.0
2026-08-23 12:00:00,6.79,23.49,25.7,55.29,3.81,1015.89,0.0
2026-08-23 13:00:00,4.0,15.45,27.4,50.22,4.27,1017.23,0.0
2026-08-23 14:00:00,4.0,11.2,26.56,53.93,5.64,1017.57,0.0
2026-08-23 15:00:00,12.5,30.9,27.59,45.95,5.79,1016.81,0.0
2026-08-23 16:00:00,13.45,38.73,26.16,50.03,5.9,1018.15,0.0
2026-08-23 17:00:00,12.91,30.04,26.22,58.61,3.98,1015.92,0.0
2026-08-23 18:00:00,12.28,34.9,24.56,54.16,4.54,1017.55,0.0
2026-08-23 19:00:00,32.82,77.39,23.39,54.71,3.79,1016.51,0.0
2026-08-23 20:00:00,38.08,97.72,22.3,63.01,3.71,1018.37,0.0
2026-08-23 21:00:00,33.39,81.96,18.79,71.92,3.46,1018.58,0.0
2026-08-23 22:00:00,38.88,82.73,20.47,67.03,4.13,1016.38,0.0
2026-08-23 23:00:00,29.48,60.39,15.06,77.88,3.25,1016.55,0.0
2026-08-24 00:00:00,4.49,27.06,13.36,73.92,5.45,1017.68,0.0
2026-08-24 01:00:00,9.47,30.83,15.1,68.13,5.46,1016.68,0.0
2026-08-24 02:00:00,5.81,21.0,13.96,81.88,4.39,1016.95,0.0
2026-08-24 03:00:00,9.85,35.98,13.52,75.37,5.22,1017.01,0.0
2026-08-24 04:00:00,24.59,47.88,13.76,75.23,2.84,1015.46,0.0
2026-08-24 05:00:00,15.48,34.55,13.69,81.67,5.56,1016.98,0.0
